Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
05/16/2021,154,9,34,23,34,29,22,17,14,8,7,0,84,70,0,34,2,71,29,5,13,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,3,6,3,3,0,20,14,0,5,0,21,6,1,1
07/01/2022,733,1,31,72,149,150,116,99,77,46,24,0,418,308,7,139,49,165,207,42,131,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,3,3,1,4,5,5,8,0,19,12,0,3,1,16,7,4,0
03/08/2021,327,5,23,53,103,61,35,32,31,8,4,0,165,162,0,108,24,68,82,22,23,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,3,3,0,14,9,0,5,0,11,5,2,0
05/09/2021,166,9,49,28,28,37,21,20,15,10,7,0,87,79,0,52,2,70,27,3,12,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,10,12,4,8,5,6,0,23,26,0,14,0,29,3,3,0
11/28/2021,493,3,61,74,103,109,85,54,39,15,14,0,249,240,4,78,16,107,177,36,79,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,6,7,14,16,4,8,0,26,35,0,15,3,28,13,1,1
02/03/2022,526,19,38,139,104,108,51,54,31,27,11,1,268,254,4,128,29,87,170,21,91,0,1,0,2,2,5,3,6,0,9,10,0,6,0,8,4,1,0,0,3,5,3,7,6,10,4,0,25,13,0,15,0,15,7,1,0
09/22/2020,350,2,26,43,108,70,52,35,20,12,10,0,174,174,2,163,9,48,96,5,29,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,2,2,4,8,4,2,0,11,15,0,14,0,6,6,0,0
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,197,5,167,9,49,115,23,28,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,12,0,3,8,2,0
03/17/2021,483,9,28,46,165,105,70,49,35,9,4,0,240,243,0,103,28,107,185,18,42,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,5,3,4,5,5,3,3,0,15,13,0,7,1,17,3,0,0
07/28/2022,879,1,48,126,184,172,117,112,93,48,27,0,510,367,2,182,50,314,165,54,114,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,7,2,3,6,11,3,12,0,28,20,0,10,2,21,12,3,0
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,180,165,2,147,5,72,89,11,23,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,3,7,5,4,0,14,12,0,5,0,16,5,0,0
01/15/2022,1614,28,143,314,327,288,210,175,168,85,47,0,834,774,6,422,103,278,379,101,331,0,0,0,1,1,7,6,13,0,8,20,0,7,2,15,4,0,0,2,13,10,14,17,28,39,20,0,72,71,0,33,5,65,36,2,2
08/07/2021,318,2,28,46,79,81,42,35,21,10,4,0,163,155,0,75,21,75,103,10,34,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,1,6,4,5,2,6,0,14,14,0,5,0,13,10,0,0
08/05/2022,746,0,37,89,156,119,95,106,105,43,33,0,407,325,14,191,36,229,133,25,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,6,9,7,0,20,17,0,6,0,25,3,2,1
02/16/2022,369,3,19,97,88,62,48,28,24,12,9,1,186,180,3,75,30,48,118,29,69,0,0,0,0,0,1,2,0,0,1,2,0,0,0,3,0,0,0,1,0,0,5,3,2,4,4,0,11,8,0,6,2,8,3,0,0
09/07/2021,577,3,48,119,133,99,86,61,41,23,15,0,302,274,1,132,24,152,144,21,104,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,5,7,6,13,7,5,0,28,20,0,13,3,21,7,3,1
04/20/2022,708,0,14,96,188,172,100,74,36,26,16,0,415,288,5,112,64,91,289,34,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,5,0,9,5,0,1,1,5,6,0,1
03/24/2022,245,1,7,45,67,62,32,12,16,7,4,0,131,111,3,35,17,19,114,17,43,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,2,0,1,0,0,3,4,0,2,0,3,2,0,0
06/30/2021,51,0,6,11,12,10,9,3,3,3,0,0,20,31,0,14,2,12,15,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,5,0,1,0,4,0,0,1
04/28/2020,1321,56,174,68,247,231,252,247,155,69,52,0,634,687,0,697,16,283,137,59,129,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,70,7,62,30,5,0
07/13/2022,983,0,43,123,186,196,146,151,95,57,29,0,549,426,8,240,55,263,248,40,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,11,8,7,0,26,17,0,15,1,14,11,1,1
10/28/2021,400,6,25,93,77,91,55,45,27,6,6,0,210,190,0,60,19,88,148,33,52,0,0,0,1,0,3,1,1,0,2,4,0,4,0,1,1,0,0,0,0,5,4,3,7,3,3,0,12,13,0,5,1,7,8,1,3
05/25/2021,128,3,25,15,30,24,20,18,14,5,2,0,81,47,0,28,4,61,23,3,9,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,4,3,3,0,13,12,0,1,0,19,4,0,1
07/27/2021,301,1,19,38,85,83,43,28,12,7,5,0,161,140,0,66,5,90,90,7,43,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,1,6,3,0,3,0,10,9,0,1,0,13,4,1,0
03/27/2021,410,4,33,61,108,94,55,45,34,9,4,0,199,211,0,97,22,82,163,15,31,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,1,8,5,7,4,4,0,16,17,0,11,1,13,8,0,0
05/19/2022,1195,1,42,252,245,245,156,112,89,57,39,0,657,534,4,253,83,270,376,53,160,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,3,1,7,10,5,12,0,24,18,0,8,1,18,14,1,0
12/17/2020,1348,24,90,169,327,255,197,183,123,50,43,1,708,636,4,598,53,234,266,56,141,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,16,1,4
11/19/2020,2167,17,119,250,525,457,358,278,187,83,29,0,1117,1045,5,888,61,348,493,88,289,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,10,17,20,21,26,17,0,56,63,0,37,5,40,30,5,2
08/20/2021,564,3,32,88,143,133,79,51,36,23,11,0,284,278,2,122,25,124,190,20,83,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,0,0,3,3,8,6,4,5,3,0,14,18,0,7,0,21,3,1,0
05/15/2022,737,1,24,137,133,158,105,86,61,33,24,0,424,309,4,134,64,108,276,41,114,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2,2,4,1,6,7,0,13,11,0,4,2,6,11,0,1
04/09/2022,281,1,14,52,47,79,37,23,17,19,7,0,145,132,4,39,27,27,126,17,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,0,2,3,3,0,5,9,0,2,0,5,6,1,0
08/12/2021,591,2,30,60,173,179,79,49,26,19,6,0,287,303,1,114,27,126,219,23,82,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,4,3,9,1,3,6,0,13,17,0,4,0,14,9,2,1
11/04/2021,495,1,27,151,100,110,53,35,28,11,7,0,272,223,0,70,12,115,161,45,92,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,3,6,7,2,5,0,12,15,0,9,0,10,5,3,0
11/19/2021,683,1,40,174,120,149,95,64,48,24,9,0,361,322,0,126,19,141,207,64,126,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,5,5,4,6,11,6,0,17,23,0,9,1,19,8,2,1
11/06/2020,2789,10,124,342,799,572,410,336,217,71,42,0,1474,1311,4,1131,81,442,733,107,295,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,5,8,7,16,34,14,21,19,0,62,62,0,38,3,52,22,7,2
03/30/2021,736,3,43,92,258,145,90,77,57,12,5,0,377,359,0,170,44,165,286,17,54,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,11,9,11,5,2,0,24,19,0,14,2,21,6,0,0
01/23/2022,674,26,63,166,117,135,101,72,45,24,14,0,335,334,5,142,46,96,218,48,124,0,1,0,2,3,4,8,8,0,12,14,0,3,2,19,2,0,0,3,5,5,7,7,13,13,10,0,43,20,0,14,2,31,13,1,2
06/28/2022,1021,0,38,112,224,250,132,138,74,66,25,0,572,444,5,213,76,259,264,51,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,5,9,7,0,14,24,0,7,0,19,8,4,0
08/01/2021,215,3,18,26,54,51,28,25,22,7,2,0,108,106,1,52,7,55,70,9,22,0,2,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,3,4,3,6,0,1,0,7,11,0,5,0,8,3,1,1
07/13/2020,337,4,33,36,99,69,45,35,31,7,15,0,195,142,0,129,8,95,73,9,23,0,1,0,0,0,1,1,1,0,2,2,0,1,0,1,2,0,0,2,1,5,3,8,5,6,3,0,16,17,0,11,2,12,6,1,1
03/14/2022,182,3,13,35,34,43,26,20,17,5,2,0,101,81,0,40,14,16,69,13,30,0,0,0,1,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,3,2,0,1,3,2,2,0,6,7,0,5,0,3,5,0,0
07/09/2020,288,8,29,27,93,58,41,34,23,7,5,0,135,152,1,86,5,92,71,7,27,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
06/02/2022,1219,0,41,284,268,229,163,134,87,31,23,0,707,504,8,297,91,276,335,59,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,1,4,4,5,10,0,17,24,0,10,4,15,10,1,1
07/05/2021,58,2,7,11,15,14,7,5,3,2,1,0,26,31,1,16,1,16,15,4,6,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2,1,1,0,1,1,1,0,0,3,4,0,2,0,3,1,0,1
04/10/2022,320,1,7,63,50,81,49,39,16,18,4,0,188,128,4,25,17,31,164,19,64,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,2,1,0,0,1,6,0,0,1,2,3,0,1
04/16/2021,656,6,59,109,188,126,94,67,47,13,12,0,377,279,0,179,25,230,139,15,68,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,1,0,0,8,6,7,13,14,7,4,0,37,22,0,11,0,36,8,3,1
07/27/2022,937,3,31,132,194,213,123,109,92,48,26,0,552,382,3,228,55,300,211,29,114,0,0,0,0,0,0,2,1,0,2,1,0,0,0,2,1,0,0,2,1,1,5,4,6,5,7,0,17,14,0,7,0,17,6,0,1
04/19/2021,659,7,54,120,161,140,122,72,33,9,2,0,357,302,0,175,33,226,138,29,58,0,0,1,0,1,2,0,3,0,3,4,0,2,0,4,1,0,0,2,5,2,10,20,7,4,4,0,25,29,0,7,1,31,11,1,3
06/21/2022,951,0,50,92,203,214,137,122,82,63,38,0,554,392,5,193,87,239,256,33,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,9,10,7,11,0,25,25,0,8,2,28,10,1,1
12/01/2021,1215,6,62,291,294,222,172,97,73,43,23,0,654,554,7,209,37,284,332,140,213,0,0,1,0,1,3,1,0,0,2,4,0,0,0,3,3,0,0,2,9,2,2,11,10,16,10,0,34,28,0,11,0,26,18,6,1
08/28/2020,383,4,25,66,109,62,50,47,29,15,5,0,185,198,0,173,13,72,89,11,25,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,12,3,1,0
10/14/2020,850,3,28,75,246,215,135,90,62,19,8,0,458,389,3,361,24,138,225,28,74,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,5,5,6,4,0,12,16,0,5,0,12,8,1,2
10/13/2020,876,5,31,89,249,195,134,108,58,24,19,0,444,429,3,396,17,128,231,36,68,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,6,5,7,2,3,0,16,15,0,10,1,7,9,3,1
03/09/2021,332,5,22,42,109,61,37,40,19,12,12,0,165,166,1,83,16,63,103,27,40,0,0,0,0,3,0,1,1,0,4,1,0,1,0,3,1,0,0,1,1,3,4,4,3,5,1,0,13,9,0,7,1,9,3,2,0
12/29/2021,9365,13,251,1898,2115,1824,1284,1019,700,335,187,3,5260,4079,26,2215,336,2366,1845,618,1985,0,1,1,0,3,2,0,6,0,8,5,0,1,0,9,3,0,0,13,30,26,14,32,50,40,46,0,131,120,0,37,5,156,45,3,5
10/07/2021,383,4,18,83,86,86,48,36,30,11,3,0,205,178,0,79,12,90,131,30,41,0,0,0,0,0,1,1,2,0,2,2,0,0,0,2,2,0,0,0,1,0,3,2,8,2,2,0,12,6,0,3,0,8,6,1,0
09/06/2021,279,4,26,70,66,53,41,17,21,7,4,0,139,140,0,58,9,82,82,7,41,0,0,1,0,0,0,3,0,0,2,2,0,1,0,2,1,0,0,3,3,3,1,5,8,0,3,0,16,10,0,5,1,15,3,0,2
07/25/2022,1055,3,42,133,219,202,138,144,140,51,28,0,607,445,3,247,66,313,235,43,151,0,0,2,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,5,2,6,3,4,6,9,7,0,23,19,0,11,2,18,9,0,2
10/20/2021,322,5,13,67,88,52,41,31,27,11,5,0,146,174,2,70,16,73,103,17,43,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,3,4,2,3,0,7,6,0,2,0,7,2,1,1
08/24/2022,666,2,40,93,135,132,83,83,60,49,30,1,407,257,2,196,28,168,149,33,92,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,4,2,3,3,8,6,13,0,25,15,0,7,2,17,11,2,1
05/09/2022,1618,0,38,430,285,296,248,180,110,45,24,0,907,705,6,304,142,314,541,89,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,1,5,6,3,8,0,25,13,0,7,2,13,16,0,0
04/12/2022,530,0,15,57,180,123,57,49,32,22,10,0,322,205,3,72,51,55,234,32,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,3,4,0,8,7,0,5,1,2,7,0,0
05/26/2021,172,6,32,31,44,25,22,24,11,9,6,0,99,73,0,46,3,78,24,5,16,0,0,0,0,0,5,1,0,0,1,5,0,0,0,4,2,0,0,0,5,1,7,8,3,4,4,0,16,16,0,2,0,22,6,1,1
11/29/2020,898,18,93,105,215,191,130,115,78,41,23,0,452,443,3,271,31,172,255,39,130,0,0,0,0,2,6,7,3,0,3,15,0,8,1,8,1,0,0,1,2,13,10,16,22,15,14,0,40,53,0,32,5,33,17,4,2
03/04/2021,288,8,27,42,82,60,39,24,23,11,7,0,148,140,0,82,24,54,92,13,23,0,0,1,1,1,2,0,3,0,5,3,0,4,0,0,4,0,0,0,1,3,3,5,5,6,4,0,16,11,0,4,1,14,8,0,0
05/01/2020,1173,39,140,59,224,221,204,195,134,68,68,0,636,537,0,636,31,229,131,35,111,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,23,24,30,20,0,76,64,0,49,3,62,22,3,1
04/30/2022,533,0,15,81,109,125,80,55,49,26,8,0,300,233,0,90,48,74,213,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,4,4,0,0,11,4,0,5,0,4,4,2,0
05/20/2020,771,29,94,58,210,132,138,107,72,36,18,0,405,362,4,395,6,179,82,21,88,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,8,4,8,14,22,20,15,0,48,46,0,36,1,41,11,2,3
05/04/2021,465,6,53,79,125,80,84,39,31,14,13,0,244,221,0,112,21,202,61,10,59,0,0,0,0,0,1,3,2,0,1,5,0,0,0,5,1,0,0,2,1,6,9,15,9,6,5,0,26,27,0,6,1,36,10,0,0
02/23/2022,234,6,17,56,55,49,27,20,14,9,4,0,131,98,5,48,19,40,65,14,48,0,0,0,0,2,2,1,1,0,2,4,0,0,0,3,3,0,0,0,2,3,2,4,2,3,1,0,8,9,0,2,1,6,7,1,0
05/21/2022,643,1,29,92,119,143,95,82,60,31,21,0,344,297,2,135,66,119,219,21,83,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,3,1,8,6,5,0,10,19,0,8,0,10,11,0,0
02/14/2021,143,9,23,22,38,29,19,17,4,12,2,0,75,68,0,32,8,26,53,7,17,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,3,4,0,4,5,4,2,0,12,11,0,8,0,9,5,0,1
11/26/2020,265,23,103,22,48,36,39,34,35,31,19,1,133,132,0,70,6,99,58,13,19,0,0,0,1,1,2,9,10,0,12,11,0,10,1,9,3,0,0,2,5,10,15,16,16,24,15,0,56,47,0,37,1,45,15,3,2
11/25/2021,188,3,46,26,42,43,23,25,15,8,6,0,93,94,1,34,8,55,53,11,27,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,8,5,3,9,10,4,6,0,22,24,0,10,1,25,10,0,0
04/17/2021,438,6,63,70,98,96,78,46,24,14,12,0,236,202,0,133,25,161,82,11,26,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,8,4,11,12,6,10,11,0,35,28,0,16,2,35,8,1,1
01/25/2022,1371,18,74,410,260,226,172,122,107,48,26,0,733,630,8,331,85,219,428,77,231,0,0,0,1,5,2,2,8,0,10,8,0,5,0,8,4,1,0,4,5,7,13,7,18,10,10,0,41,33,0,17,1,30,25,0,1
10/03/2020,227,3,31,26,57,46,35,28,20,9,6,0,121,106,0,77,7,36,74,9,24,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,4,0,15,16,0,13,0,12,5,0,1
08/11/2020,386,4,22,48,103,74,66,48,37,7,3,0,184,202,0,173,6,80,89,13,25,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,1,3,0,15,7,0,5,0,9,7,1,0
03/22/2022,270,0,8,58,65,64,41,21,10,8,3,0,159,110,1,27,18,38,127,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,4,4,0,1,0,3,3,1,0
07/21/2020,289,1,30,24,82,57,55,31,23,8,9,0,143,145,1,98,3,92,59,17,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,4,5,0,14,16,0,7,1,14,6,0,2
02/22/2022,283,2,27,80,66,43,29,25,18,11,10,1,135,146,2,70,19,47,80,14,53,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,2,2,2,1,2,3,8,7,0,13,14,0,10,0,6,9,1,1
06/18/2020,184,14,29,24,43,34,30,29,9,5,10,0,94,88,2,91,7,36,30,3,17,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,6,0,16,13,0,11,0,9,9,0,0
07/20/2022,1019,2,45,144,205,214,148,136,95,49,28,0,564,447,8,260,59,295,236,47,122,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,6,3,5,4,9,6,11,0,22,23,0,11,2,24,7,1,0
08/18/2020,411,1,25,50,130,79,59,46,22,21,4,0,211,199,1,196,10,67,107,8,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,12,0,9,3,1,0
11/07/2020,1568,14,113,181,392,337,265,187,113,54,39,0,824,744,0,634,49,230,427,59,169,0,0,1,1,1,1,4,6,0,9,5,0,3,0,4,7,0,0,1,7,7,16,23,25,11,23,0,59,54,0,36,5,40,25,4,3
05/24/2020,278,27,92,16,55,42,47,33,47,22,16,0,148,130,0,142,6,55,23,10,42,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,38,10,4,6
05/30/2020,237,21,55,22,54,41,42,41,23,9,5,0,131,104,2,118,5,52,22,11,29,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,9,7,0,19,36,0,16,2,24,9,0,4
02/20/2021,213,9,18,35,57,30,29,33,13,8,8,0,106,107,0,63,8,41,67,16,18,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,7,0,10,8,0,3,0,10,3,2,0
11/14/2021,382,4,40,97,82,79,51,36,25,6,6,0,179,201,2,56,10,97,119,30,70,0,0,0,0,1,1,0,2,0,1,3,0,2,0,2,0,0,0,2,4,5,3,8,9,4,5,0,18,22,0,9,1,20,7,2,1
01/08/2021,1204,18,52,159,327,215,167,152,109,48,27,0,613,591,0,440,44,256,321,43,100,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,7,13,12,6,9,0,27,25,0,16,2,23,10,1,0
09/27/2021,475,6,37,121,101,90,47,56,40,10,10,0,249,224,2,103,13,140,151,22,46,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,3,6,3,10,8,4,3,0,21,16,0,4,2,17,12,1,1
10/08/2021,310,8,24,55,78,59,42,33,25,14,4,0,159,151,0,48,12,83,117,18,32,0,0,1,1,2,1,2,1,0,3,5,0,1,0,5,2,0,0,3,1,3,4,5,1,4,3,0,13,11,0,6,0,6,9,3,0
08/04/2020,369,2,32,50,105,69,53,39,33,16,4,0,202,164,3,176,8,77,76,17,15,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,8,7,2,0,18,14,0,9,2,15,5,1,0
06/01/2022,1365,3,28,325,261,268,167,153,109,50,32,0,775,579,11,320,105,301,389,69,181,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,1,1,0,2,3,3,2,4,2,3,9,0,16,12,0,6,1,6,13,1,1
05/28/2020,522,22,70,41,110,90,98,69,61,27,26,0,262,257,3,243,10,132,69,10,58,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,8,15,0,34,36,0,31,2,23,12,0,2
11/09/2020,3227,14,144,386,830,617,529,430,252,118,65,0,1627,1587,13,1341,77,521,831,117,340,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,5,15,13,26,30,34,20,0,71,73,0,44,7,56,30,2,5
05/02/2020,719,49,166,25,142,126,154,143,74,40,15,0,343,376,0,421,9,121,72,15,81,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,9,8,28,35,32,33,19,0,66,100,0,66,3,63,27,5,2
07/23/2022,625,5,31,99,106,127,91,78,73,34,17,0,369,254,2,132,35,189,148,38,83,0,0,0,0,1,1,2,1,0,2,3,0,1,0,2,2,0,0,3,3,4,6,3,5,5,2,0,17,14,0,8,2,14,6,1,0
05/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,52,1,40,10,0,18,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,2,0,1
07/30/2020,340,3,17,49,78,80,48,49,25,7,4,0,175,165,0,160,13,79,63,5,20,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,1,4,2,0,11,6,0,7,1,6,3,0,0
10/09/2021,239,4,22,51,52,54,31,26,16,7,2,0,113,125,1,47,11,59,83,16,23,0,0,0,0,0,1,2,1,0,3,1,0,0,0,4,0,0,0,1,0,4,5,3,5,2,2,0,13,9,0,4,1,10,6,0,1
07/10/2022,522,1,38,75,107,100,88,59,49,31,13,0,298,224,0,142,49,117,133,17,64,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,3,3,3,7,4,7,9,0,25,13,0,10,2,15,11,0,0
12/25/2021,1457,19,168,241,339,289,203,165,107,77,36,0,762,688,7,280,58,555,318,109,137,0,0,0,2,1,7,6,3,0,9,10,0,6,0,9,4,0,0,10,22,21,16,27,29,28,15,0,85,83,0,24,3,98,35,7,1
05/17/2021,346,7,51,58,84,74,44,38,33,8,7,0,197,149,0,72,12,158,52,15,37,0,0,0,0,1,1,3,2,0,3,4,0,3,0,4,0,0,0,2,7,6,7,10,9,5,5,0,20,31,0,8,0,41,1,0,1
10/08/2020,612,3,28,82,181,116,68,83,55,19,8,0,311,301,0,252,17,89,178,20,56,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,4,1,1,4,8,3,7,0,15,13,0,4,1,14,6,2,1
09/24/2020,406,5,21,51,121,87,61,44,27,9,6,0,197,208,1,184,8,39,134,7,34,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,4,0,0,8,13,0,6,0,7,6,2,0
11/29/2021,1462,7,78,370,282,292,199,178,97,32,12,0,736,723,3,276,47,279,473,152,235,0,1,0,1,0,1,1,3,0,5,2,0,2,1,3,1,0,0,2,4,4,10,20,11,18,9,0,41,37,0,15,2,37,18,4,2
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,70,1,17,19,6,12,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
11/16/2020,2556,26,153,316,599,485,457,339,203,96,61,0,1327,1220,9,1064,77,451,596,94,274,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,15,8,17,19,32,33,29,0,72,81,0,48,8,65,28,4,0
